,NIS,Nama Siswa,Kelas,PAB,B.Indonesia,B.Inggris,Informatika,IPA,IPS,Matematika,Mulok,Pancasila,PJOK,Prakarya,Seni
0,6536681378,Amir Yahya,VIIIA,84.66666666666667,91.33333333333333,94.33333333333333,90.33333333333333,93.33333333333333,89.83333333333333,84.66666666666667,93.66666666666667,92.0,92.83333333333333,94.0,93.83333333333333
1,5289318025,Adi Wirawan,VIIIA,88.83333333333333,88.66666666666667,96.0,92.33333333333333,87.0,91.83333333333333,88.83333333333333,94.5,93.0,88.83333333333333,92.66666666666667,88.66666666666667
2,5652404564,Jonas Basuki,VIIIA,93.66666666666667,90.83333333333333,87.16666666666667,94.66666666666667,91.5,94.5,93.66666666666667,91.66666666666667,95.0,89.33333333333333,94.0,89.66666666666667
3,161710747,Stefan Zulkarnain,VIIIA,88.16666666666667,92.66666666666667,90.83333333333333,95.33333333333333,91.33333333333333,88.66666666666667,88.16666666666667,93.5,93.16666666666667,90.83333333333333,91.66666666666667,90.0
4,845018233,Fauzan Shahab,VIIIA,93.16666666666667,90.0,92.66666666666667,89.83333333333333,90.66666666666667,91.0,93.16666666666667,92.16666666666667,90.83333333333333,91.33333333333333,90.16666666666667,93.5
5,7836707432,Dimas Zulkarnain,VIIIA,90.0,89.0,91.66666666666667,93.33333333333333,88.83333333333333,90.83333333333333,90.0,94.0,90.66666666666667,91.0,91.66666666666667,90.66666666666667
6,5127262993,Linda Fadillah,VIIIA,91.66666666666667,92.66666666666667,89.66666666666667,90.16666666666667,90.66666666666667,92.0,91.66666666666667,91.0,95.0,88.66666666666667,95.83333333333333,91.66666666666667
7,3491089291,Hadi Laksamana,VIIIA,89.66666666666667,91.0,90.5,95.83333333333333,91.0,90.0,89.66666666666667,90.83333333333333,92.66666666666667,90.0,92.5,86.33333333333333
8,4419764954,Firman Wulandari,VIIIA,93.0,88.33333333333333,92.33333333333333,92.5,90.33333333333333,95.0,93.0,85.5,91.0,89.5,87.83333333333333,89.66666666666667
9,3032156995,Dodi Samsudin,VIIIA,94.83333333333333,93.16666666666667,88.66666666666667,92.0,88.83333333333333,88.83333333333333,94.83333333333333,89.16666666666667,92.66666666666667,92.0,91.33333333333333,89.0
10,6553840035,Sabrina Arianto,VIIIA,91.0,92.66666666666667,90.33333333333333,92.0,90.16666666666667,89.83333333333333,91.0,93.83333333333333,88.0,89.66666666666667,92.33333333333333,90.0
11,5902735271,Imam Rizaldi,VIIIA,94.0,91.0,93.16666666666667,89.5,93.33333333333333,93.33333333333333,94.0,88.33333333333333,88.66666666666667,87.0,89.66666666666667,86.33333333333333
12,7330344791,Yuliana Dharmawan,VIIIA,91.66666666666667,89.83333333333333,94.83333333333333,87.5,90.33333333333333,90.66666666666667,91.66666666666667,88.33333333333333,91.66666666666667,92.5,90.0,90.16666666666667
13,4669822945,Raka Effendi,VIIIA,92.66666666666667,91.16666666666667,91.33333333333333,92.5,89.66666666666667,91.66666666666667,92.66666666666667,91.16666666666667,91.16666666666667,93.83333333333333,89.5,89.33333333333333
14,2690605265,Ahmad Dharmawan,VIIIA,91.16666666666667,92.5,88.83333333333333,92.16666666666667,88.0,92.16666666666667,91.16666666666667,92.0,88.5,93.5,94.5,92.83333333333333
15,6507457694,Yudi Iskandar,VIIIA,89.5,92.16666666666667,93.0,86.66666666666667,95.0,89.16666666666667,89.5,91.16666666666667,87.0,89.33333333333333,90.66666666666667,88.33333333333333
16,9358337587,Yuliana Tanjung,VIIIA,91.16666666666667,92.5,95.33333333333333,90.83333333333333,87.5,91.5,91.16666666666667,92.16666666666667,95.0,95.0,93.83333333333333,92.33333333333333
17,5993160223,Siska Prabowo,VIIIA,95.0,90.33333333333333,90.0,93.0,89.5,89.5,95.0,93.16666666666667,95.16666666666667,91.16666666666667,89.66666666666667,92.16666666666667
18,6171731137,Ahmad Arianto,VIIIA,88.0,92.0,94.83333333333333,91.66666666666667,89.83333333333333,92.33333333333333,88.0,90.33333333333333,89.0,91.0,86.33333333333333,89.33333333333333
19,7408644254,Dodi Arianto,VIIIA,86.83333333333333,90.0,94.33333333333333,91.66666666666667,89.83333333333333,87.83333333333333,86.83333333333333,92.33333333333333,91.16666666666667,91.83333333333333,91.16666666666667,93.33333333333333
20,4469718077,Rendra Cahyono,VIIIA,94.33333333333333,88.5,91.83333333333333,93.33333333333333,88.16666666666667,91.83333333333333,94.33333333333333,89.16666666666667,93.16666666666667,88.0,94.83333333333333,90.66666666666667
21,6176459612,Wahyu Sitorus,VIIIA,93.83333333333333,91.16666666666667,90.16666666666667,89.0,92.33333333333333,89.33333333333333,93.83333333333333,88.66666666666667,94.5,92.5,91.5,91.16666666666667
22,5309975709,Citra Mahmud,VIIIA,90.5,93.66666666666667,91.83333333333333,89.0,90.0,90.0,90.5,89.83333333333333,88.83333333333333,91.0,87.5,89.83333333333333
23,6529404515,Rahmat Lestari,VIIIA,94.0,89.0,90.83333333333333,88.66666666666667,88.33333333333333,93.33333333333333,94.0,85.66666666666667,90.33333333333333,88.5,90.5,93.66666666666667
24,2408456757,Prima Halim,VIIIA,89.16666666666667,90.66666666666667,90.0,92.83333333333333,89.0,90.5,89.16666666666667,94.33333333333333,92.83333333333333,90.66666666666667,90.16666666666667,89.83333333333333
25,7215968834,Gilang Dewantara,VIIIA,93.33333333333333,92.16666666666667,94.5,89.0,88.33333333333333,86.16666666666667,93.33333333333333,89.66666666666667,88.83333333333333,92.66666666666667,91.33333333333333,87.83333333333333
26,1971039145,Wulan Sumantri,VIIIA,90.0,92.83333333333333,93.0,89.0,92.5,94.16666666666667,90.0,86.83333333333333,92.5,92.33333333333333,92.0,90.33333333333333
27,1957406975,Joni Siahaan,VIIIA,92.0,92.83333333333333,89.0,88.0,88.66666666666667,89.33333333333333,92.0,92.66666666666667,89.0,87.16666666666667,92.33333333333333,90.0
28,1323051830,Dina Sumantri,VIIIA,88.83333333333333,88.83333333333333,94.16666666666667,90.5,91.66666666666667,89.0,88.83333333333333,90.66666666666667,92.66666666666667,89.33333333333333,89.5,91.0
29,3896578045,Santi Yahya,VIIIA,93.83333333333333,93.33333333333333,88.83333333333333,93.16666666666667,90.0,88.66666666666667,93.83333333333333,91.83333333333333,88.83333333333333,93.66666666666667,92.83333333333333,88.5
30,1175872416,Siti Susanto,VIIIA,94.0,87.5,93.0,94.0,93.5,93.16666666666667,94.0,92.16666666666667,95.66666666666667,93.16666666666667,88.0,92.5
31,4188719604,Dimas Suhendra,VIIIA,90.33333333333333,87.83333333333333,92.66666666666667,90.16666666666667,91.83333333333333,88.66666666666667,90.33333333333333,97.16666666666667,91.5,90.0,92.0,91.0
32,869921827,Benny Hasan,VIIIA,92.0,91.83333333333333,94.83333333333333,88.83333333333333,90.83333333333333,88.83333333333333,92.0,90.5,90.5,95.0,90.33333333333333,89.5
33,2026120970,Evi Cahyadi,VIIIA,93.5,93.33333333333333,90.66666666666667,91.5,92.16666666666667,92.66666666666667,93.5,90.83333333333333,90.33333333333333,90.5,90.5,92.83333333333333
34,386640266,Rian Utami,VIIIA,93.16666666666667,92.0,92.0,93.16666666666667,92.83333333333333,93.16666666666667,93.16666666666667,86.5,90.5,90.66666666666667,88.33333333333333,89.66666666666667
35,2015208660,Ilham Dewantara,VIIIA,89.16666666666667,90.33333333333333,88.83333333333333,94.0,91.66666666666667,89.16666666666667,89.16666666666667,91.5,91.66666666666667,92.0,92.16666666666667,91.83333333333333
36,6873188119,Teguh Budi,VIIIA,93.66666666666667,88.0,92.5,91.83333333333333,88.0,92.16666666666667,93.66666666666667,89.5,91.83333333333333,93.0,90.83333333333333,92.83333333333333
37,1148211869,Satria Utami,VIIIA,92.16666666666667,91.16666666666667,90.0,91.5,90.16666666666667,88.5,92.16666666666667,91.0,92.5,95.16666666666667,93.5,91.5
38,2516029845,Dimas Simanjuntak,VIIIA,92.83333333333333,91.33333333333333,95.5,90.16666666666667,92.5,89.5,92.83333333333333,89.5,89.33333333333333,91.83333333333333,95.83333333333333,90.5
39,6801696760,Rian Maulana,VIIIA,91.83333333333333,87.16666666666667,87.0,93.33333333333333,90.16666666666667,87.83333333333333,91.83333333333333,84.33333333333333,93.5,93.33333333333333,88.66666666666667,92.0
40,4199363185,Satria Santoso,VIIIA,90.33333333333333,87.0,93.5,90.33333333333333,90.16666666666667,93.66666666666667,90.33333333333333,90.33333333333333,93.33333333333333,90.33333333333333,91.83333333333333,92.16666666666667
41,8117255897,Pandu Astuti,VIIIA,89.0,91.66666666666667,90.66666666666667,93.16666666666667,92.16666666666667,91.33333333333333,89.0,93.33333333333333,90.0,93.33333333333333,87.5,93.16666666666667
42,4950489264,Feri Iskandar,VIIIA,89.5,92.66666666666667,91.66666666666667,90.66666666666667,94.16666666666667,93.16666666666667,89.5,92.0,89.66666666666667,88.83333333333333,87.83333333333333,94.66666666666667
0,8411554001,Hendra Sitorus,VIIIB,84.5,89.0,89.0,82.66666666666667,90.33333333333333,90.83333333333333,84.5,91.16666666666667,90.33333333333333,85.33333333333333,84.33333333333333,86.83333333333333
1,983730510,Hesti Bakri,VIIIB,83.5,85.33333333333333,95.66666666666667,86.5,87.83333333333333,91.33333333333333,83.5,84.66666666666667,90.33333333333333,86.0,89.33333333333333,83.16666666666667
2,3358717225,Zaki Pratama,VIIIB,87.0,86.33333333333333,82.33333333333333,85.66666666666667,93.0,89.83333333333333,87.0,85.5,83.16666666666667,89.0,87.5,91.16666666666667
3,1858502402,Siska Shahab,VIIIB,85.16666666666667,85.16666666666667,92.0,85.33333333333333,89.0,88.5,85.16666666666667,90.66666666666667,88.5,89.0,82.16666666666667,87.33333333333333
4,7420775721,Fauzan Siahaan,VIIIB,82.16666666666667,86.66666666666667,85.83333333333333,92.0,80.66666666666667,92.0,82.16666666666667,82.16666666666667,90.5,92.0,92.16666666666667,91.33333333333333
5,241022005,Irwan Agung,VIIIB,90.83333333333333,92.83333333333333,85.16666666666667,86.33333333333333,87.5,85.83333333333333,90.83333333333333,87.16666666666667,86.5,89.83333333333333,87.66666666666667,85.16666666666667
6,2831553592,Widya Dharmawan,VIIIB,83.5,82.5,79.66666666666667,94.0,84.33333333333333,90.16666666666667,83.5,93.16666666666667,86.83333333333333,92.83333333333333,83.5,88.5
7,5024497857,Taufik Nurhalim,VIIIB,92.5,85.66666666666667,82.83333333333333,83.66666666666667,88.66666666666667,80.66666666666667,92.5,90.66666666666667,81.83333333333333,89.16666666666667,90.16666666666667,85.33333333333333
8,6821574467,Santi Zulkarnain,VIIIB,84.0,84.5,88.33333333333333,85.5,83.83333333333333,82.83333333333333,84.0,89.83333333333333,85.66666666666667,91.83333333333333,86.16666666666667,90.5
9,3738788861,Fauzan Tanjung,VIIIB,88.16666666666667,80.33333333333333,87.0,87.33333333333333,82.33333333333333,88.0,88.16666666666667,84.83333333333333,90.5,89.0,83.83333333333333,90.83333333333333
10,7741972179,Imam Tirta,VIIIB,85.83333333333333,91.5,86.83333333333333,90.16666666666667,91.33333333333333,90.5,85.83333333333333,84.66666666666667,90.0,85.33333333333333,82.33333333333333,92.16666666666667
11,6979848065,Rosita Cahyadi,VIIIB,87.33333333333333,88.33333333333333,81.5,90.33333333333333,81.66666666666667,92.83333333333333,87.33333333333333,83.16666666666667,84.5,87.5,84.33333333333333,81.83333333333333
12,7829001846,Dimas Mahendra,VIIIB,89.83333333333333,85.33333333333333,88.0,88.0,85.5,88.83333333333333,89.83333333333333,85.16666666666667,87.0,92.0,87.16666666666667,85.66666666666667
13,7236730350,Utami Tanjung,VIIIB,92.33333333333333,86.16666666666667,91.83333333333333,90.16666666666667,84.83333333333333,85.33333333333333,92.33333333333333,87.16666666666667,83.0,84.5,87.0,88.66666666666667
